"","length_2d","length_3d","moving_time","stopped_time","moving_distance","stopped_distance","max_speed","ave_speed","uphillnorm","downhillnorm","maxe","mine","sport"
"1892",9.41004090306,11.3125746997,6390,10702,10929.0599788,383.514720878,1.49914700567,1.71033802485,4.55895999199e-05,0.000169074716719,1891.5,671.7,"mo"
"1912",17.9661461726,18.3545289545,20338,6394,17767.6415098,586.887444712,1.27930853674,0.87361793243,7.80718350239e-05,7.75096666043e-05,2907.2,1981.9,"mo"
"1918",21.0339641608,21.3263755492,4380,0,21326.3755492,0,8.71149130466,4.86903551353,4.76372400533e-05,1.82086456491e-05,921,182,"mo"
"1942",7.26092469559,7.73733143352,8689,4073,7403.60617598,333.725257541,1.8581384253,0.852066541142,0.000142576881513,0.000141516410523,2500.5,1555.6,"mo"
"1970",17.0999968619,18.6138287876,26240,16401,16633.9518955,1979.87689208,3.42020689926,0.633915849678,8.83701916557e-05,8.80602500783e-05,3036.5,1780.5,"mo"
"1991",22.0233381681,22.7917451601,27532,10869,21636.9159251,1154.829235,1.57162688606,0.785882461323,8.65872369324e-05,8.57790034183e-05,2714.9,944.6,"mo"
"1998",5.40090412554,6.31614143194,5118,5430,6053.49976734,262.641664599,2.06769817553,1.18278619917,0.000116132407727,0.000118650504639,878.8,528.8,"mo"
"2000",16.4749114546,17.4711737571,18946,14824,16320.9295448,1150.24421226,1.48751546989,0.861444608088,0.000114939009245,0.000117215197503,2416.9,1272,"mo"
"2011",19.2318384486,23.6736564601,22352,6639,22830.4604654,843.195994656,6.20610385638,1.02140571159,0.000100521851053,9.79947915555e-05,2153.5,1150.4,"mo"
"2017",26.3678473037,26.5640319154,7000,0,26564.0319154,0,5.53332852069,3.7948617022,7.89446319234e-05,2.18447866967e-06,2938,914,"mo"
"2047",29.3848591808,29.5899968554,5239,3319,29420.2450848,169.751770588,26.2636019425,5.61562227235,1.09137837969e-05,1.24451847038e-05,115,46,"mo"
"2070",7.79608208227,8.33057351894,6593,6160,7926.51005918,404.063459767,1.99539187612,1.20226149843,7.04430756635e-05,7.69719961473e-05,1755.5,1525.7,"mo"
"2094",19.2701660654,20.0795371244,24948,15395,18207.3234996,1872.21362474,1.31685813438,0.729810946754,0.000116330601012,6.75661016921e-05,3136,1260.4,"mo"
"2102",17.914043716,18.8779067124,18202,3504,18298.7497354,579.156977018,1.8733156269,1.00531533542,7.89213213061e-05,7.92562540602e-05,3164,2098,"mo"
"2106",3.95915774706,4.03556994864,3321,535,3973.75738532,61.8125633198,2.0420434245,1.19655446712,6.55745531213e-05,6.37559845115e-05,311.1,94.4,"mo"
"2112",15.6806472913,16.3496761894,20223,13318,14522.407184,1827.26900543,1.43487228966,0.718113394848,0.000103109263921,9.05396297506e-05,2485.2,1395.5,"mo"
"2123",6.47923096951,6.6723781174,9743,2699,6352.51340676,319.864710642,1.06939216123,0.652007944859,0.000191389997646,2.09901453799e-07,2499.6,1260.9,"mo"
"2136",18.3078071556,18.5091969292,18942,9350,17453.0081396,1056.1887896,1.50573490798,0.921392046227,4.05258802267e-05,5.22367311319e-05,2600.8,2014.2,"mo"
"2138",9.3043333056,9.77592027886,12040,13960,7803.09002674,1972.83025212,1.03264806998,0.648097178301,0.000180053738938,1.43997420986e-05,1746,189,"mo"
"2174",5.01065152577,5.48566218759,6826,5622,4630.69098044,854.971207149,1.55603835661,0.678390123124,0.000243740757807,4.45051903636e-06,2528,1325,"mo"
"2221",10.1793266075,10.7459990782,4240,0,10745.9990782,0,3.64735156686,2.53443374487,6.16023067317e-05,6.09735814489e-05,49.6,0.1,"mo"
"2233",15.3303605856,15.5890504232,15831,16737,13568.2516197,2020.79880356,1.51068457509,0.857068512392,4.83224119787e-05,4.82571819409e-05,1898,1527,"mo"
"2243",18.8276132545,19.9618289558,15851,5812,19589.1162667,372.712689104,1.8252642497,1.23582841882,8.6458117553e-05,8.70954792748e-05,2633,1624,"mo"
"2247",10.2714364515,10.866045851,10951,6204,10394.2913822,471.754468817,1.5762486442,0.949163672922,0.000106086427652,0.000105288097249,1101.8,721.1,"mo"
"2252",20.4714298861,21.2880213068,23672,8534,20237.3848515,1050.63645534,1.34907545436,0.854908113022,8.76099036549e-05,8.6857635734e-05,3245.6,2113.1,"mo"
"2272",10.4853926522,11.0695377837,10844,2844,10658.1733173,411.364466411,2.02165987384,0.982863640472,9.27623821311e-05,9.06642251302e-05,1410,617,"mo"
"2284",5.61863876112,5.71262670141,5805,3171,5269.38271327,443.243988138,1.58537054577,0.907731733553,3.77529165014e-05,3.57773490246e-05,1057.1,952.3,"mo"
"2289",18.2679007602,19.7841302014,18520,12674,18563.3759129,1220.75428855,3.21353905573,1.00234211193,0.000111366381212,0.000112882702127,2680.2,1307.4,"mo"
"2290",7.3921842682,8.36675804976,8641,22915,6399.74594647,1967.01210329,1.62525954523,0.74062561584,0.000153670411719,0.000153670411719,3993.5,3299.9,"mo"
"2300",8.87192434715,9.47211500771,11261,3297,9129.67941685,342.435590856,1.59885113853,0.810734341253,0.000142681559318,0.000136392055731,3043.2,1864.1,"mo"
"2336",9.69830926703,10.3510732186,11219,2106,10106.687559,244.385659621,1.49442425151,0.900854582312,0.000129815410639,0.000129763855261,2526.5,1323.9,"mo"
"2341",22.4456868844,23.1812198679,26094,16394,21893.7449971,1287.47487083,1.43289946656,0.839033685793,8.60584044475e-05,8.61876052162e-05,2886,1177.3,"mo"
"2346",11.8556235149,12.1167425829,15491,12203,11228.9976499,887.74493292,1.56302517094,0.724872354912,0.000146411531863,2.31113951667e-05,3119.2,1509.8,"mo"
"2347",15.6768489814,16.3310412466,21077,9382,14986.4798462,1344.56140041,1.25461571335,0.711034769947,0.000100703910708,9.69021263011e-05,2562.5,1089.3,"mo"
"2349",12.235990293,13.2874518515,14642,18259,11953.3328131,1334.11903837,1.4343329837,0.816372955409,0.00011452607974,0.000115204406529,3241.7,2093.3,"mo"
"2355",12.8161860843,13.1559983378,12473,2713,12869.4620958,286.536242011,1.61029991431,1.03178562461,6.11523580294e-05,6.09338842977e-05,2398,1825.4,"mo"
"2372",5.90064001984,6.12756658528,8794,2131,5876.61851539,250.948069893,0.917901169271,0.668253185739,0.000169591772526,3.16914774281e-06,2769,1785,"mo"
"2377",8.33264158957,8.6791076819,7883,13360,7289.39317305,1389.71450885,1.4786786436,0.924697852728,7.85309187928e-05,7.85309187928e-05,171.9,2.5,"mo"
"2379",9.10370553969,9.51459438402,11086,16941,8655.18192222,859.412461806,1.40340755989,0.780730824663,0.000105691028319,0.000101099491409,1953.1,1287.8,"mo"
"2396",10.4688338171,11.134833492,15200,23320,8841.46067302,2293.37281895,1.26809398592,0.581675044278,0.000141491404475,0.000141567821773,3414.6,1969.4,"mo"
"2405",20.1129702804,20.9948115249,26387,25537,19208.0323245,1786.77920033,1.25248575071,0.727935435045,8.93935592273e-05,8.94432783879e-05,3145.6,1784.8,"mo"
"2410",21.9097551414,23.6884940291,26920,16264,22033.6312612,1654.86276789,1.77105564042,0.818485559479,8.30182714624e-05,0.000116656255787,3087.4,1428.2,"mo"
"2415",16.10264556,16.659003399,19446,15495,15456.4937238,1202.50967519,1.4675271367,0.794841804166,8.20734701681e-05,7.47579020796e-05,2407.8,1212.8,"mo"
"2416",8.34379042948,9.317515882,8733,3555,8895.43513866,422.080743336,3.91998293447,1.01860015329,0.000134020624014,0.000131096293614,2041.9,1192.8,"mo"
"2425",16.3375114466,17.684350702,19647,16975,16560.1810041,1124.16969788,1.93193859409,0.84288598789,0.000124793791678,0.00012137833883,3099,1485.9,"mo"
"2431",7.29398447041,7.70267468687,8690,6313,7396.2518716,306.42281527,1.45198936103,0.851122194661,9.04443932773e-05,8.90734005036e-05,1483,1108,"mo"
"2439",16.8691739052,17.4900736537,16604,9176,16782.214666,707.858987732,1.7480109208,1.01073323693,8.3878440518e-05,8.30781642226e-05,2515.9,1215.2,"mo"
"2471",13.4818412664,13.5569777488,10000,1240,13321.5302237,235.447525123,2.51571135889,1.33215302237,2.415842121e-05,2.415842121e-05,1188,908,"mo"
"2491",6.30813123752,7.02384152374,11189,4674,6586.16027624,437.681247502,1.19769584986,0.588628141589,0.000173900947633,0.000171998640984,2842,1788,"mo"
"2495",18.7837643767,19.7906604557,24280,6903,18936.7193641,853.941091673,1.33918792299,0.779930781057,6.7206975912e-05,6.15105671488e-05,2112,1437,"mo"
"2497",45.1216658936,45.2132621508,8269,6353,45089.4773131,123.784837757,8.02077641293,5.45283314948,1.03630925574e-05,1.03852548597e-05,209,36,"mo"
"2502",25.739305888,26.7766211596,21963,4370,26379.788897,396.832262662,2.47578554547,1.20110134758,8.32741958671e-05,8.22640676176e-05,2574.4,1046.4,"mo"
"2508",19.3502214483,19.6381899527,17407,14634,17958.728743,1679.4612097,1.52500505793,1.03169579727,5.51151315168e-05,5.16629746421e-05,3165.8,2447.2,"mo"
"2527",16.5670904608,17.5290213914,21492,13044,16228.9913568,1300.03003458,1.37709305787,0.755117781353,0.000101930390493,0.00010257021316,3351.8,2122.3,"mo"
"2538",12.8061859482,13.0460354594,13797,4135,12519.4083185,526.627140955,1.58832089247,0.907400762373,6.35208643145e-05,6.77297677474e-05,1495.1,730.5,"mo"
"2539",17.3304304363,18.3799391829,20402,13686,17108.1811204,1271.75806244,1.52102207824,0.838554118244,0.000118029959355,0.000117724138907,2955.7,1405.1,"mo"
"2551",16.7784973017,17.2577796818,17553,2996,16969.2469315,288.532750332,1.50551101264,0.966743401784,8.20621760843e-05,8.1543655275e-05,2438.5,1345.5,"mo"
"2585",17.8794967591,19.648523892,21634,9775,18946.5401794,701.983712628,1.72479562021,0.875776101478,0.000122391587945,0.000125635527122,2494,1157,"mo"
"2586",20.8340465723,21.5294261718,8440,20,21525.5792613,3.84691051671,4.29427109883,2.55042408309,9.2363237901e-05,9.2363237901e-05,3237,1381,"mo"
"2610",10.5043339999,11.0996298603,13204,5044,10431.5270168,668.102843513,1.35389656123,0.790027795882,0.000118045561005,0.000115665590985,2498.1,1435.9,"mo"
"2629",22.9767133445,24.2843596968,35862,13872,22073.3136667,2211.04603013,0.949741559354,0.615507045527,0.000111017618654,0.000109764175676,3076.4,1620,"mo"
"2632",18.440453624,19.1320890447,19649,9432,18125.9503056,1006.13873912,1.55840937125,0.922487165026,6.20966286053e-05,6.1234393851e-05,1677.6,942.7,"mo"
"2639",14.6920864745,15.8513133801,12760,400,15763.7399286,87.5734514459,2.03422792929,1.23540281572,0.000107091664804,0.000107091664804,2726,1352,"mo"
"2641",16.9470181678,17.3390215724,9880,100,17314.2102082,24.8113641638,2.93764662995,1.75245042593,6.98948917309e-05,7.00660132799e-05,2677.4,1723.8,"mo"
"2649",21.1484238382,22.0955709414,11900,120,22069.7780171,25.7929243586,3.31445666684,1.85460319471,9.26452020722e-05,6.64493964539e-05,3467,2500,"mo"
"2651",8.62128093474,8.79030021853,9172,14881,7854.41571095,935.884507579,1.67590251504,0.856347111966,6.51782495262e-05,6.55726224768e-05,2104.6,1590.1,"mo"
"2670",11.8897653499,12.1607605955,5260,20,12160.7605955,0,3.89772834096,2.31193167215,6.6696017681e-05,6.6696017681e-05,2452,1752,"mo"
"2695",12.3975855479,13.1226049549,12922,6385,12612.910943,509.694011912,1.55503992399,0.976080401098,9.96806995379e-05,9.85514473988e-05,2719,2235,"mo"
"2720",3.73976856555,4.1015264485,800,0,4101.5264485,0,7.06509663626,5.12690806062,0.000243437524019,1.32093735572e-05,1311,429,"mo"
"2735",17.3283932569,17.9250796633,23413,5963,17109.7802884,815.299374882,1.29476159458,0.730781202257,8.90838508286e-05,8.89972876962e-05,3121.5,1690.6,"mo"
"2738",3.5528030891,3.69578069537,3100,100,3673.66651866,22.114176711,2.0167804507,1.1850537157,0.000181377910298,6.58634869796e-06,1678,1050,"mo"
"2743",11.7429787735,12.9269184859,15267,6646,12185.7370555,741.18143044,1.57593883273,0.798174956145,0.000126790657526,0.000125428141225,2966,1949,"mo"
"2746",29.5458599511,37.9899196531,22355,749,37853.274826,136.644827099,2.72292733875,1.69328001906,0.000245774873773,0.000235780241683,2202.5,1149.9,"mo"
"2758",27.6694886091,28.5315377752,27422,13034,27731.350059,800.187716177,1.60725887039,1.01128109033,7.06402647195e-05,7.08679523392e-05,2784.1,1689.7,"mo"
"2765",14.2470085494,14.7559364683,20735,7633,14018.0028826,737.933585748,1.15439307634,0.676055118522,9.09089087373e-05,0.000109670742077,2883.1,2034.3,"mo"
"2774",4.0606649565,4.70273240539,6652,9127,4021.59548253,681.136922852,0.956229716664,0.604569375005,0.000237185291157,5.80274419397e-05,2648,1850.4,"mo"
"2813",11.1251140835,11.6143622983,13996,3755,11248.8342074,365.528090888,1.66968124702,0.803717791326,0.000111745370939,0.000106693737349,2633.2,1423.9,"mo"
"2815",4.88882276964,5.32735104515,7622,11648,3997.7967459,1329.55429925,0.863457523978,0.524507576213,0.000144777185296,0.000140747585344,2220.3,1533,"mo"
"2822",22.4812081058,24.1137414253,27047,11707,23104.7116916,1009.02973365,1.63266383257,0.854243046979,8.78249065046e-05,8.77804249093e-05,3000.4,1631,"mo"
"2835",5.47415091083,5.66022623206,7852,7448,5031.34328983,628.882942234,1.3493795742,0.640772196871,9.432878421e-05,9.65209049964e-05,1877.9,1380.4,"mo"
"2836",5.13732961048,5.29764770707,1220,0,5297.64770707,0,6.72716838821,4.34233418612,0.000144218895064,4.92279100575e-05,2024,1413,"mo"
"2874",11.817037303,12.8785077908,13777,11729,11705.1743571,1173.33343366,1.50919746702,0.84961706882,0.000107675043023,0.000107844290182,2946,2188,"mo"
"2878",23.8165231621,24.7721866723,19052,4449,24408.4557047,363.730967551,3.01526759284,1.28114926017,7.09881114256e-05,6.83260939864e-05,2758.6,1310.4,"mo"
"2880",7.37582318998,7.53897847103,2460,0,7538.97847103,0,4.72255942361,3.06462539473,6.90634776457e-05,6.91990557329e-05,1283,877,"mo"
"2884",6.97256635668,7.30242147993,5700,1080,7080.10909745,222.312382481,2.41832123842,1.24212440306,0.000135861023265,5.63637518664e-06,3248,2340,"mo"
"2916",11.3151989123,12.3597614149,15183,13956,11108.647875,1251.11353991,1.56387501277,0.731650390238,0.000142612605621,0.000144565730809,2441.9,1006.2,"mo"
"2924",16.340554649,17.416018476,22632,17161,15980.2717106,1435.74676538,1.26118436709,0.706091892479,0.000122046652812,0.000115633161822,3205.7,2101.1,"mo"
"2948",7.91623533492,8.14123965787,7774,5806,7648.89977197,492.339885904,1.37044412286,0.983907868789,6.58899057358e-05,6.59404348046e-05,559.1,286.6,"mo"
"2953",13.9265878448,16.2924687818,18281,9122,15506.541897,785.926884788,3.35918585182,0.848232694983,0.000105575035062,0.000102020682728,3365.7,3011,"mo"
"2956",21.2000043672,24.442021497,22756,6939,23438.666595,1003.35490209,1.70863282932,1.02999941092,6.48207413638e-05,0.000136424500198,2315,632,"mo"
"2957",23.079382417,23.513381135,7340,0,23513.381135,0,5.69390180922,3.2034579203,8.2419883064e-05,5.49494772904e-05,3383,1608,"mo"
"2981",12.6390348057,13.0751538804,14912,13936,11455.5361214,1619.61775895,1.4757051012,0.768209235609,8.4713747249e-05,8.38750756128e-05,2876.4,2081.4,"mo"
"3019",9.41296488502,11.5141971839,11253,5668,10905.3258566,608.871327221,5.80334010304,0.969103870669,0.000124388013161,0.00011346690581,2164.1,1237.4,"mo"
"3050",9.73879775502,11.4471948557,12736,8460,10802.3704058,644.824449873,1.71340417271,0.848176068298,0.000146989396023,0.000148324263049,2306,1686,"mo"
"3063",18.0218758395,18.6310502568,23911,12786,17883.3990796,747.651177216,1.51098023831,0.747915146985,9.14077987594e-05,9.25286587731e-05,3344.1,2149.2,"mo"
"3076",19.4740710198,20.7373356209,14800,20,20735.8633151,1.47230573126,2.3651710711,1.40107184562,0.000114126624975,0.000113602851595,2621,1079.6,"mo"
"3106",11.7446272209,12.2899148311,17565,12451,10970.1415876,1319.77324349,1.03235571126,0.624545493176,0.000123313407293,0.000123151631192,3058.1,1632,"mo"
"3128",16.6719234711,17.6188050845,19840,12648,15980.8089994,1637.99608513,1.82088214047,0.805484324566,0.000109214752764,9.42614691533e-05,2561.7,1644.5,"mo"
"3137",15.8857660564,19.3006919086,19146,15778,17588.8490249,1711.84288369,4.80405020378,0.918669645092,0.000116773090666,0.000114166984051,2884.1,1692.5,"mo"
"3158",5.22078142212,5.61482682228,4725,971,5529.6123883,85.2144339778,2.14682838659,1.17028833615,5.83686569809e-05,0.000132361411852,1724.6,1245.9,"mo"
"3168",8.31315648121,8.50714826092,1160,0,8507.14826092,0,9.6106144929,7.3337485008,0.000126390018325,6.48008973749e-05,3259,2427,"mo"
"3175",44.1809345627,48.4402296802,41440,980,48223.1186915,217.110988646,1.87441749492,1.16368529661,0.000120486360297,0.000120622165483,3298,1302,"mo"
"3177",14.1610778305,16.2860213069,19292,13201,15092.9974034,1193.02390343,5.3,0.782344878884,0.000127214186771,0.000123210254254,2946.6,1520.9,"mo"
"3196",9.74675367435,10.3668840249,12735,19929,7945.12108728,2421.76293762,0.990548474243,0.623880729272,0.00012562541754,0.00012582035424,2560.6,1474.8,"mo"
"3205",24.9078816543,30.3540951907,26709,8248,29423.6572132,930.437977452,2.73144990858,1.1016382947,0.000174527085857,0.000172037913921,2673,1159,"mo"
"3213",9.08692490742,9.45361281289,10060,10410,8304.41364553,1149.19916736,1.4254629346,0.825488433949,7.96154923002e-05,7.8349937658e-05,1116.2,595.7,"mo"
"3217",16.4112614633,16.9868084311,22267,11137,16144.0139507,842.794480401,1.25001013048,0.725019713058,9.65251820249e-05,9.68237574885e-05,3207,2193,"mo"
"3234",7.33531337073,7.67270176684,5745,6211,6973.05318014,699.648586702,4.19712375967,1.21376034467,8.7303700283e-05,9.84552347664e-05,1842.1,1199.1,"mo"
"3237",19.8453459038,20.7390806373,20548,3280,20387.2647402,351.815897102,1.67783886333,0.992177571549,8.96940778269e-05,8.91599475552e-05,2381.8,976.8,"mo"
"3249",15.9343356348,16.6249897771,17507,4543,15876.4871979,748.502579151,1.38948842583,0.906865093844,8.42457464666e-05,8.49047008303e-05,3783.4,3334.5,"mo"
"3251",20.6658295156,21.3289256841,21438,12514,20294.6869385,1034.2387456,1.55468088518,0.946668856166,8.08213383712e-05,7.96116119491e-05,2458.2,1058.1,"mo"
"3260",6.16281313218,6.34424217729,5636,4639,5913.44304778,430.79912951,1.42285404182,1.04922694247,6.58514206574e-05,6.70359446472e-05,529.8,262.1,"mo"
"3268",5.85691701339,6.00143417177,5872,2656,5721.02741086,280.406760908,1.41919711032,0.974289409206,7.61151300217e-05,7.65249019195e-05,456.8,37.6,"mo"
"3275",16.4514794434,17.6828388646,21424,17541,16570.1978743,1112.64099025,1.45677429796,0.773440901528,0.000139050716251,0.000142406037588,3385.4,1471.9,"mo"
"3293",7.23296426265,7.41837348149,1340,0,7418.37348149,0,7.3387827983,5.53609961305,7.57918856078e-05,7.82804918481e-05,3329,3034,"mo"
"3319",9.51475283153,9.86854397731,12394,5268,9073.61129014,794.932687177,1.81931010173,0.732097086505,9.77671219075e-05,9.93436210836e-05,3007,2131,"mo"
"3327",23.5688782608,24.1520122087,22992,9222,22970.2563767,1181.75583197,1.59594246125,0.999054296135,5.23147511034e-05,3.66585117221e-05,2024,1333,"mo"
"3340",22.411206752,22.9317276953,24466,16388,21183.5067873,1748.22090801,1.43019535619,0.865834496334,5.69224144918e-05,8.88350199982e-05,2298.2,924.5,"mo"
"3355",12.228417206,13.1645854542,15625,4499,12606.0204499,558.565004276,2.21119201921,0.806785308794,9.26146026032e-05,0.000122626663348,3069,1654,"mo"
"3381",14.4398628186,15.3146764541,21193,9774,14127.6192741,1187.05718,1.32757223671,0.666617245037,0.000100219788663,0.000111868098769,2332.3,1134.5,"mo"
"3392",22.7711775159,23.3312362863,24210,10959,22624.0532354,707.183050927,1.58920629469,0.934492079115,7.25425814649e-05,7.20990383063e-05,2212.1,1333.5,"mo"
"3439",10.5266937919,10.7097422395,1640,0,10709.7422395,0,8.95552942392,6.53033063383,0.000125670987126,2.28846782059e-05,3187,1860,"mo"
"3452",15.6136186742,16.0667941582,17681,10523,14946.7413594,1120.05279881,1.88541924779,0.845356108785,3.56393999118e-05,0.000121865407354,3035.5,1302.2,"mo"
"3474",19.2768595848,20.0048763838,21800,15050,18693.7125507,1311.16383308,1.6274836871,0.857509750034,6.94584091412e-05,6.74145077564e-05,2404.4,1296,"mo"
"3478",11.3190746237,11.692863478,14827,9271,11052.9898772,639.873600863,1.4560438494,0.745463672838,9.24589716735e-05,9.21144205393e-05,3054.3,2198.7,"mo"
"3479",17.5236636499,18.1583817619,18609,14718,17129.4179789,1028.96378302,1.57841191108,0.920491051584,8.5209350615e-05,8.46900528139e-05,2165.5,1060,"mo"
"3482",20.7435261307,21.7143315031,26083,11518,20505.6813702,1208.65013286,1.72434125854,0.78617035503,8.69331466904e-05,8.71741857485e-05,2705,1555,"mo"
"3494",20.2697984201,20.7558295573,20996,4461,20244.880154,510.949403357,1.50225038774,0.964225574107,6.96075003195e-05,7.05103213353e-05,268.8,14.1,"mo"
"3522",16.101990877,16.4563238818,3140,160,16419.5431686,36.7807132415,9.34271474627,5.22915387535,7.97354817677e-05,7.92883320919e-05,2446.7,1345,"mo"
"3525",8.15437210954,8.83744581999,10427,18337,7170.06471795,1667.38110204,1.87900439359,0.687644070006,0.000135484373923,0.000136060751839,2879.9,2014.9,"mo"
"3526",7.12221741401,7.31514113969,6193,3722,6907.06726917,408.073870517,1.48885465557,1.11530232023,5.83722702964e-05,5.85126760074e-05,412.5,200.6,"mo"
"3541",10.7079063442,11.0227545486,12234,4002,10789.5938568,233.160691826,1.4979585884,0.881935087201,0.000100777870604,9.95264588373e-05,2327,1319.1,"mo"
"3571",11.9762210863,13.6610290849,18190,9110,12481.6335905,1179.39549443,3.30404142122,0.686181065996,0.000138305730001,0.000136335158497,2847.1,1672.4,"mo"
"3588",8.20153298398,9.03068456698,10511,15751,7955.69033642,1074.99423056,1.56634237939,0.756891859616,0.000121685787517,0.000114772445814,2641.4,1954.5,"mo"
"3591",13.0881296626,14.1155592635,15652,2197,13776.5053555,339.053908061,1.44764378801,0.88017539966,9.95023760896e-05,0.000100419237422,2835,2065,"mo"
"3597",19.9268452875,20.9127478284,23236,21930,19218.374261,1694.37356741,1.42930577242,0.827094777973,0.000106730391556,0.000106901015654,2880.7,1709.4,"mo"
"3614",9.18476496047,10.0656167106,15279,12894,8437.45678911,1628.15992148,0.926400238019,0.552225720866,0.000145293864976,0.000145762031556,3006.2,1907.4,"mo"
"3616",8.45064041199,8.68556358894,8820,720,8612.63803081,72.9255581294,1.50309485888,0.976489572655,0.000101879852653,9.70991498864e-05,2209.3,1347.9,"mo"
"3626",26.7481202721,28.0596343998,19227,15270,27232.1286166,827.505783223,4.29443364517,1.41634829233,8.97812622184e-05,8.76278398689e-05,3294.6,1294.1,"mo"
"3639",22.2491101401,23.221505075,26164,17314,22018.676698,1202.82837697,1.37749452645,0.84156385484,8.89240058386e-05,8.91217665568e-05,3347.5,2131.4,"mo"
"3640",12.6948417393,13.8186933076,13847,4846,13428.0573086,390.635999051,1.89784819038,0.969744876765,0.000104707095,0.000112324362074,1412.6,249,"mo"
"3693",10.7823701344,11.1348536887,9821,4575,10540.8082844,594.045404325,2.17673307724,1.073292769,8.23770644978e-05,8.2154478928e-05,1321.9,739.4,"mo"
"3724",13.6458286701,14.8971579668,17823,12439,13206.9061172,1690.25184961,1.30817010876,0.741003541332,0.000120794422959,0.000120193506723,3013.9,2139.6,"mo"
"3768",11.8281841574,15.1113558405,12811,20600,11298.2122606,959.343579859,3.8662222156,0.881914937211,0.000209914722915,0.000209914722915,2206.6,0,"mo"
"3770",15.3142569156,15.9720674852,17140,2920,15733.2801387,238.787346578,1.50177374056,0.9179276627,0.000100039460514,9.80021432496e-05,2522.2,1437.3,"mo"
"3782",30.8885884677,32.1633503479,8540,140,32130.4287796,32.921568338,6.99977868173,3.76234529035,8.97616284053e-05,8.98069525871e-05,3338.3,1325.1,"mo"
"3783",30.2945099482,30.582265455,6068,853,30503.7046835,78.5607714779,8.03798113332,5.02697835918,3.06458167367e-05,3.05467888929e-05,647,585,"mo"
"3786",12.9340642008,13.6939545665,16212,11530,12696.8370816,997.117484925,1.39495110952,0.783175245594,0.000119439642174,0.000119331400868,2413.1,1265.7,"mo"
"3794",23.9415702364,24.6324150125,25819,6346,23980.6911533,651.723859148,1.56508840491,0.928800153117,8.31332272842e-05,8.17882862598e-05,3134.5,1324.8,"mo"
"3800",15.0959322668,15.6384301861,10890,10917,15378.2631666,260.167019545,2.15342290922,1.41214537802,0.000111330653205,5.09633977157e-05,1521.4,445.7,"mo"
"3806",16.527460699,17.8055659996,20153,18078,16691.4659958,1114.10000385,1.75765110504,0.828237284561,0.000132934516682,0.000130435645213,3216.7,1593.5,"mo"
"3829",17.8290993112,18.7354043349,13922,13247,18093.449825,641.954509963,3.2100051628,1.29963006931,0.000107525902825,0.000104884154121,3118.7,1315.2,"mo"
"3932",15.4720875211,15.873380296,13250,9462,15230.3121417,643.068154204,1.80932266197,1.14945752013,5.31667106252e-05,5.67214992033e-05,1171,1006,"mo"
"3956",18.640920962,23.1187770635,22190,12436,21575.1058367,1543.67122687,5.34740315577,0.972289582545,0.000118158325144,0.000128318767344,3030.7,1522.9,"mo"
"3959",6.63346724202,7.06661970986,7566,9395,6582.05173523,484.567974628,1.34647194474,0.869951326359,9.65724223286e-05,9.62558458049e-05,1148,569.2,"mo"
"3962",17.7450717399,18.0866750373,5040,80,18072.0099601,14.6650771573,7.23171449443,3.58571626193,6.95855174947e-05,6.95855174947e-05,2088,1017,"mo"
"3964",8.55595585355,10.1404308401,7073,1168,8746.60097443,151.166732616,2.8201568356,1.23661826303,0.00025424394857,0.000106744356286,1974,0,"mo"
"3983",18.1740185606,19.5997300247,27196,12040,17645.0159128,1954.71411192,1.17592308623,0.648809233445,0.000117988764722,0.000117119391779,3085.5,1627.2,"mo"
"4007",22.4865089135,27.8174447847,33800,1320,27591.0341747,226.410609943,1.74412550909,0.816302786234,0.000141871733503,0.000199906531391,1874,335,"mo"
"4019",9.58448955734,9.91048467414,5980,180,9870.30184798,40.1828261545,3.32367867974,1.65055214849,0.000169455033602,4.79879494102e-05,2203.9,897,"mo"
"4021",13.1869477414,13.881477577,12800,480,13768.3898713,113.087705674,1.83681785403,1.0756554587,0.00010622624943,0.000106150416871,2951,1601,"mo"
"4023",13.1407012639,13.9024921025,20446,6336,13134.2768943,768.215208181,1.29337174927,0.642388579396,0.000135968390432,0.000117856723846,3032,1514,"mo"
"4024",2.71492033084,3.14228081376,3704,246,3096.76604678,45.5147669872,1.38941882325,0.836059947833,5.02814017963e-05,0.000270287857682,1262.3,657,"mo"
"4037",5.24219738953,6.57459399653,7760,1929,6398.01860892,176.575387608,1.39792233148,0.82448693414,0.000237913589918,8.7747554283e-05,2556.4,1748.1,"mo"
"4051",16.3278499732,16.8914541305,19630,11346,15554.3116774,1337.14245312,1.44638418653,0.792374512348,9.39327592132e-05,9.10664908388e-05,2941.9,1535.1,"mo"
"4052",11.2964631029,13.2325171798,16553,8164,12424.1718587,808.345321112,1.50502264274,0.750569193418,0.000196459721931,0.000185128741709,3211,1691,"mo"
"4055",15.8849402733,17.7962502533,24341,17083,15864.8404131,1931.40984015,1.15976913914,0.65177438943,0.000117312370581,0.000123733546754,2943,1560,"mo"
"4056",2.75720630157,2.75972885948,400,0,2759.72885948,0,8.51654037907,6.89932214871,7.07237611815e-06,6.70969016337e-06,192,170,"mo"
"4058",23.484785732,24.8712792099,29809,12910,23270.0066277,1601.27258226,1.45981758516,0.780636942792,7.97920841767e-05,7.69817540867e-05,1924,916,"mo"
